Gene,XGBoostGain
PF3D7_1246300,23.409373284428572
PF3D7_1372000,13.88074711509091
PF3D7_0705700,11.6221466
PF3D7_0301400,13.4082136
PF3D7_0624800,8.06091309
PF3D7_1225600,7.00146484
PF3D7_0102300,1.5
PF3D7_0322100,4.14285707
PF3D7_0100100,0.45714283
PF3D7_1115600,12.617241236666667
PF3D7_1038700,17.143767548
PF3D7_0723500,9.08017731
PF3D7_0903400,7.8379134025
PF3D7_0706800,14.8700209
PF3D7_1315800,6.24808502
PF3D7_0607200,8.36852932
PF3D7_1476200,14.9559097
PF3D7_1212300,4.647709294449999
PF3D7_0616900,6.780280115
PF3D7_1002300,6.58608055
PF3D7_1245300,14.454957152000002
PF3D7_1423000,23.0719509
PF3D7_0813800,10.520112535
PF3D7_0522900,10.6586761
PF3D7_0531700,3.71169424
PF3D7_0914200,12.089300357777779
PF3D7_0518400,8.31507874
PF3D7_0203000,0.901600838
PF3D7_0215000,15.6414032
PF3D7_0710600,8.38487816
PF3D7_0804700,10.7198944
PF3D7_1006000,9.10221767
PF3D7_0525200,3.4622932355
PF3D7_0532200,19.1770935
PF3D7_0711700,8.17191098
PF3D7_1225800,12.9547424
PF3D7_1307400,6.66740241
PF3D7_0627200,8.20805359
PF3D7_0503200,6.198699
PF3D7_1406700,15.686936375833335
PF3D7_1028100,12.125729545
PF3D7_1105500,7.91998148
PF3D7_0630000,5.06679344
PF3D7_1340500,5.27958345
PF3D7_1442000,7.416056235714286
PF3D7_1411900,8.8935380075
PF3D7_0805000,8.625323593749998
PF3D7_0301900,11.4955578
PF3D7_0802400,8.016781524999999
PF3D7_0415300,10.8714752
PF3D7_0619400,3.44155502
PF3D7_0523000,8.08358465875
PF3D7_1365600,5.672062713333332
PF3D7_1037700,5.403799371
PF3D7_1344900,4.85693455
PF3D7_0810200,8.67394733
PF3D7_1437800,5.9304785645
PF3D7_0717300,7.73771667
PF3D7_0911000,2.6167548895
PF3D7_1428400,9.4870313
PF3D7_0206800,4.659568555333333
PF3D7_1248800,6.18984985
PF3D7_0728300,5.34005737
PF3D7_0402200,3.5373032099999997
PF3D7_0625900,4.7696991
PF3D7_0511100,9.25628662
PF3D7_0420100,4.39838457
PF3D7_0214300,0.558021545
PF3D7_1107700,9.984719943800002
PF3D7_1343400,15.0030289
PF3D7_1014700,14.319026
PF3D7_0501300,8.12282562
PF3D7_1451300,9.92299747
PF3D7_0410400,3.4418441939999997
PF3D7_1354900,7.00750732
PF3D7_0511200,0.733033717
PF3D7_0424700,23.4293709
PF3D7_1208000,4.770035891
PF3D7_0415200,4.91616631
PF3D7_0309000,9.8678236
PF3D7_1113800,10.8928051
PF3D7_0506700,6.05340576
PF3D7_1119100,4.08085827
PF3D7_0415500,10.814641940000001
PF3D7_0213900,8.7009058
PF3D7_0210000,4.14886475
PF3D7_1309000,3.2307303
PF3D7_0903000,3.0507338846666667
PF3D7_1307700,6.54248762
PF3D7_1015000,8.85699463
PF3D7_1325600,8.92244339
PF3D7_1311700,5.58669138
PF3D7_1025700,6.0077734
PF3D7_0106900,1.2199173
PF3D7_0502400,20.8504562
PF3D7_0206200,3.5956831
PF3D7_1458700,6.91121938
PF3D7_1366000,8.24309444
PF3D7_0304100,11.4242916
PF3D7_1364400,4.55568695
PF3D7_1239200,6.71825409
PF3D7_1320200,7.2916505350000005
PF3D7_1128700,4.6315307599999995
PF3D7_0611000,5.15711212
PF3D7_0712300,2.904489935
PF3D7_1209000,5.36604333
PF3D7_1435100,2.01079416
PF3D7_1130500,18.80528925
PF3D7_1233700,8.57432747
PF3D7_1040700,5.34345865
PF3D7_0407200,3.00872397
PF3D7_1226100,5.37608719
PF3D7_0701800,5.70134735
PF3D7_0724900,11.24748004
PF3D7_0514800,7.1443656650000005
PF3D7_0528800,15.7765131
PF3D7_1247300,2.385526495333333
PF3D7_0405000,10.7214479
PF3D7_1351000,7.60713577
PF3D7_0314900,5.66790009
PF3D7_0825300,5.71393299
PF3D7_1021600,3.48337102
PF3D7_0509500,1.74016356
PF3D7_1328400,9.1699693325
PF3D7_1036800,5.73853016
PF3D7_0204700,1.34986639
PF3D7_1333400,3.38844013
PF3D7_1120200,10.4611664
PF3D7_1451500,7.6601696
PF3D7_0404900,13.0491276
PF3D7_0113400,8.45989799
PF3D7_0510800,4.5774188
PF3D7_1369300,3.691140175
PF3D7_0322600,5.270143260333334
PF3D7_1443400,3.56498957
PF3D7_0628700,8.02378082
PF3D7_1000100,3.52348328
PF3D7_1229000,9.31107521
PF3D7_1014200,6.9019146
PF3D7_1211300,4.18364716
PF3D7_1425900,10.3486633
PF3D7_0606400,6.83736086
PF3D7_1454700,0.861225128
PF3D7_0320000,2.93204117
PF3D7_0935400,18.3279438
PF3D7_1203000,15.0333004
PF3D7_0316700,7.37038708
PF3D7_1117800,4.93869019
PF3D7_0910200,3.53065038
PF3D7_0318700,7.65587425
PF3D7_0400500,1.02170557
PF3D7_0513700,7.51351166
PF3D7_1402200,7.363123894999999
PF3D7_0807100,8.65504742
PF3D7_1465000,4.521217186666667
PF3D7_0818300,6.2497654
PF3D7_1332200,5.7827816
PF3D7_0716700,3.13702202
PF3D7_0217900,4.15654421
PF3D7_1369800,3.71294498
PF3D7_1317200,0.851524353
PF3D7_0103600,0.283799291
PF3D7_1314700,6.5671463
PF3D7_1326700,6.72673845
PF3D7_0705100,7.70238495
PF3D7_0618200,3.44217682
PF3D7_0625500,11.3653469
PF3D7_1030900,4.85543728
PF3D7_1457700,3.19893932
PF3D7_1443900,6.7035327
PF3D7_1139200,6.55252934
PF3D7_0701900,4.152062953
PF3D7_1245500,8.49581814
PF3D7_1456800,3.36525917
PF3D7_0319600,3.505938295
PF3D7_1231600,3.48959255
PF3D7_1027500,4.68206787
PF3D7_0913800,2.700646875
PF3D7_1017400,2.19602692
PF3D7_1466400,9.598076446000002
PF3D7_1305700,2.78815389
PF3D7_1131900,1.390213669
PF3D7_0920500,6.204319
PF3D7_1474800,1.24374092
PF3D7_0710300,3.45426178
PF3D7_1133600,12.1310406
PF3D7_0622100,4.245014405999999
PF3D7_0322900,3.93778563
PF3D7_0212700,4.59277439
PF3D7_1447800,5.24723482
PF3D7_1201600,9.02500343
PF3D7_0911400,6.16371536
PF3D7_1462600,8.32179642
PF3D7_0530400,5.25624132
PF3D7_1254000,4.59736347
PF3D7_0806600,4.83520508
PF3D7_1010000,4.47403717
PF3D7_0511300,2.9368687849999997
PF3D7_1129800,11.122871400000001
PF3D7_1206600,4.21288395
PF3D7_0217500,1.53626132
PF3D7_0210200,5.53102303
PF3D7_1228000,1.6294237685000001
PF3D7_1419200,4.7727499
PF3D7_1010700,7.2998261375
PF3D7_1350000,3.47525597
PF3D7_0404600,1.20466995
PF3D7_0218600,6.864983045
PF3D7_1021400,6.62599564
PF3D7_0425100,7.20473289
PF3D7_1323800,4.18274212
PF3D7_1476900,5.84661913
PF3D7_1037200,5.74833393
PF3D7_1419600,5.0738530175
PF3D7_1368300,4.52588272
PF3D7_1133500,4.0992831
PF3D7_1207400,3.1130285285
PF3D7_0614000,4.56245899
PF3D7_0202100,5.0320549
PF3D7_1121600,4.49885178
PF3D7_0724200,1.8398933433333333
PF3D7_0216400,6.00637054
PF3D7_1225100,4.78419113
PF3D7_0703500,1.73637605
PF3D7_0908800,2.82675219
PF3D7_1451600,0.9285577540000001
PF3D7_1315100,5.49857712
PF3D7_0930500,1.58586967
PF3D7_1308000,3.86521721
PF3D7_1146700,4.53443527
PF3D7_0730000,1.09198689
PF3D7_0520000,4.179118236666667
PF3D7_1320600,1.3102945083333335
PF3D7_1129400,0.985972404
PF3D7_1129100,0.715357065
PF3D7_0605600,5.77670288
PF3D7_0518500,3.65132213
PF3D7_0900500,7.02230072
PF3D7_0927300,4.21935701
PF3D7_0923700,1.22602606
PF3D7_0916200,6.98895597
PF3D7_0623000,3.466569392
PF3D7_0523500,5.57810831
PF3D7_1243400,2.422395945
PF3D7_0519800,1.278796403
PF3D7_0715800,5.744133
PF3D7_1245800,4.573572159999999
PF3D7_1314600,2.17159057
PF3D7_1234800,2.5283432
PF3D7_0725000,2.05237579
PF3D7_1015100,3.36945391
PF3D7_1205000,2.15562439
PF3D7_1012000,6.711443445
PF3D7_1359800,3.607964767
PF3D7_0822300,6.35862064
PF3D7_0812700,2.0290688285
PF3D7_0322000,3.737414032666667
PF3D7_0107600,3.67022419
PF3D7_0822500,4.74594498
PF3D7_1301700,3.268827216
PF3D7_1446600,4.28387117
PF3D7_1348700,2.51684976
PF3D7_0515000,1.2067117665
PF3D7_1420700,4.277741862
PF3D7_1222500,5.75212288
PF3D7_0924600,1.65518475
PF3D7_1218300,3.41506386
PF3D7_1454000,3.1921960150000004
PF3D7_0411700,2.799229265
PF3D7_1344300,2.86253643
PF3D7_0520300,2.25931978
PF3D7_1366100,1.29160786
PF3D7_0902300,3.7784996
PF3D7_1251100,2.226281661666667
PF3D7_1321900,1.8606652
PF3D7_1455100,10.3859978
PF3D7_1108500,9.40411377
PF3D7_1022400,7.19076872
PF3D7_1133400,2.66039944
PF3D7_1032300,6.23835468
PF3D7_1004700,4.91132545
PF3D7_1127400,1.69981384
PF3D7_0929600,2.1055620605
PF3D7_1452800,8.32470417
PF3D7_1304400,6.29688549
PF3D7_0826400,6.29726219
PF3D7_1300700,2.34698844
PF3D7_1243300,1.3072814045
PF3D7_0218700,4.89769745
PF3D7_1406000,3.80816889
PF3D7_1472500,2.14600801
PF3D7_1303300,0.269030809
PF3D7_0929500,1.61346149
PF3D7_1001800,0.250247061
PF3D7_0613400,0.890899658
PF3D7_1326100,7.07934141
PF3D7_1024800,5.54410505
PF3D7_0604300,3.29898882
PF3D7_0933500,3.12897921
PF3D7_1301800,6.71033382
PF3D7_0900600,3.57183075
PF3D7_1312100,6.15500164
PF3D7_1314000,6.85940552
PF3D7_1435900,4.52805328
PF3D7_0908100,4.649776455
PF3D7_0812000,2.38225746
PF3D7_1334100,1.75164986
PF3D7_1402500,0.577514946
PF3D7_1121100,5.8453722
PF3D7_1340700,5.62139511
PF3D7_1023800,3.75097799
PF3D7_1253100,2.87852764
PF3D7_1427200,4.60598087
PF3D7_0404400,4.87115002
PF3D7_0420200,1.04957449
PF3D7_1137500,4.73194218
PF3D7_0104700,1.91135216
PF3D7_0319400,0.6225667
PF3D7_1109900,3.02221489
PF3D7_0708000,2.05943108
PF3D7_1310400,0.792762756
PF3D7_0811300,8.59535122
PF3D7_0621000,2.480680108
PF3D7_1421000,3.72668457
PF3D7_1204400,1.43943596
PF3D7_0408200,4.89633751
PF3D7_0816300,3.284540175
PF3D7_1137700,5.00959396
PF3D7_1208300,0.456970215
PF3D7_1227400,0.362940192
PF3D7_1349200,6.249788215
PF3D7_1468500,6.38340092
PF3D7_1113900,4.41879892
PF3D7_1445500,6.54264355
PF3D7_0508100,4.07839966
PF3D7_0529100,5.5241518
PF3D7_0609200,3.7266359333333328
PF3D7_1339400,3.94256783
PF3D7_0209500,0.906608999
PF3D7_1029700,2.87006187
PF3D7_1207700,1.94818652
PF3D7_1206900,0.0354091525
PF3D7_0812400,4.28478813
PF3D7_0618400,3.29421425
PF3D7_0410500,1.42498386
PF3D7_0916700,3.59144545
PF3D7_1340800,1.10299027
PF3D7_0622000,1.4079949840000001
PF3D7_1357400,3.82471752
PF3D7_0524400,10.3731775
PF3D7_0632400,2.054166795
PF3D7_0900100,1.883117376
PF3D7_0802100,3.30291557
PF3D7_0616200,0.76856333
PF3D7_1131200,5.30572546
PF3D7_1348500,4.20833063
PF3D7_1348400,4.61417103
PF3D7_0409000,0.890927672
PF3D7_1426700,2.37023425
PF3D7_1134100,1.1824369875
PF3D7_1235000,0.914451361
PF3D7_1036300,2.709813
PF3D7_1421500,3.30778074
PF3D7_1128300,1.6626619100000002
PF3D7_1037000,1.04263866
PF3D7_0520100,2.91245747
PF3D7_1448300,1.4437387
PF3D7_1036700,1.8651572449999998
PF3D7_1329000,4.29655266
PF3D7_1009000,2.245696485
PF3D7_1026300,1.38164711
PF3D7_0215700,3.1845665
PF3D7_0915900,0.317611575
PF3D7_1338400,1.00494957
PF3D7_1133700,5.76317692
PF3D7_1022200,1.78362167
PF3D7_0917100,2.31369638
PF3D7_0716400,5.448916435
PF3D7_0704000,3.60521078
PF3D7_0406900,3.7767868
PF3D7_1250200,1.32675552
PF3D7_0324800,0.243860364
PF3D7_1367900,2.14899731
PF3D7_1363100,1.46569824
PF3D7_0412400,3.05385828
PF3D7_1405000,4.91881943
PF3D7_0926000,3.42172909
PF3D7_1030200,0.426115513
PF3D7_0318800,3.06065536
PF3D7_1400400,3.3411274
PF3D7_0708400,3.02052498
PF3D7_0100600,0.373040438
PF3D7_0801900,3.45592785
PF3D7_0317900,1.8834126
PF3D7_1253600,0.515530825
PF3D7_0115400,2.59568477
PF3D7_0930800,0.817886353
PF3D7_1022800,2.87425232
PF3D7_0409800,2.75370955
PF3D7_0504000,2.16502213
PF3D7_0922900,0.8690730035
PF3D7_0604900,1.91593981
PF3D7_0627000,0.117570788
PF3D7_1237900,3.18732244
PF3D7_1214300,2.4936409
PF3D7_1461300,2.3566423975
PF3D7_1322600,2.50158834
PF3D7_1402400,2.51924992
PF3D7_1335000,1.08178961
PF3D7_1126500,3.199011325
PF3D7_1118300,3.52021909
PF3D7_0418500,0.768438339
PF3D7_1223800,3.3359065833333332
PF3D7_1477200,2.33772397
PF3D7_1319800,2.0900535
PF3D7_1130400,2.93919611
PF3D7_1215700,1.0693064828999999
PF3D7_1430100,0.0162270069
PF3D7_0811700,0.191303834
PF3D7_0404200,2.2525728929999995
PF3D7_0728700,3.83249617
PF3D7_1103400,2.62799835
PF3D7_1320300,0.764768124
PF3D7_0908200,2.59324026
PF3D7_1313300,2.94891906
PF3D7_0624700,1.12366092
PF3D7_1224700,5.12836456
PF3D7_0614600,1.41887021
PF3D7_0508200,3.11340618
PF3D7_1207900,1.75727987
PF3D7_1330800,0.669696212
PF3D7_1145900,3.96787167
PF3D7_0319800,3.22745323
PF3D7_1422600,2.52062225
PF3D7_0614300,1.2081067550000002
PF3D7_1010400,0.845707655
PF3D7_1233100,3.6080668
PF3D7_0814200,4.43214607
PF3D7_0812300,1.47170579
PF3D7_0727000,2.458952785
PF3D7_1473100,4.84550714
PF3D7_1244700,2.37135696
PF3D7_0520600,1.26447201
PF3D7_1319300,0.515523016
PF3D7_1413200,2.49820051975
PF3D7_1430400,4.10070992
PF3D7_1328800,5.37965441
PF3D7_1453600,2.92373991
PF3D7_0205100,3.5807129166666662
PF3D7_0220400,3.50974393
PF3D7_0820900,3.02733588
PF3D7_0610500,0.597764492
PF3D7_1362900,3.13091469
PF3D7_0623400,4.1866951
PF3D7_1031700,3.20796204
PF3D7_1437300,3.62959766
PF3D7_1146200,0.67275387
PF3D7_0932200,2.46912956
PF3D7_1210300,2.3404026
PF3D7_1337000,2.4133874755
PF3D7_0904000,4.98711824
PF3D7_1401400,4.62693691
PF3D7_0403100,2.47797084
PF3D7_0419700,2.01205897
PF3D7_0914700,0.980519414
PF3D7_1003500,3.70414734
PF3D7_0516200,2.70537853
PF3D7_1011700,1.28243816
PF3D7_1116300,3.93681526
PF3D7_1473700,2.47464943
PF3D7_0902600,1.0562502510865002
PF3D7_0414800,1.2460626380000002
PF3D7_1118900,1.06510568
PF3D7_0208800,2.0624998706666666
PF3D7_1204300,2.7302599
PF3D7_0210900,0.176502362
PF3D7_0607100,0.537275314
PF3D7_1213200,2.08526916725
